nct_id,brief_title,classification,is_rare
NCT05417347,"Full-fat Dairy Products, Body Weight Control and Metabolic Health","## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial is focused on studying the effects of full-fat and low-fat dairy products on body weight control and metabolic health in adults and children, with a particular focus on individuals living with obesity. Obesity is a common condition, not a rare disease. The trial aims to enroll at least 25 families per group, which indicates a study population that is much larger than the criteria for a rare disease (fewer than 200,000 people in the US or affecting no more than 1 in 2,000 people in Europe).

## Confidence Level
High

## Rare Disease Indicators
None. The information provided does not indicate that this is a study for a rare disease.",False
NCT04904081,Feasibility of Use of Indocyanine Green in Pediatric Colorectal Surgery,"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The clinical trial information provided indicates that the conditions being studied, Hirschsprung's Disease (HD) and anorectal malformations (ARM), are both relatively rare conditions, occurring in approximately 1 in 5,000 live births. This aligns with the accepted criteria for a rare disease in the US, which is defined as affecting fewer than 200,000 people.

## Confidence Level
High

## Rare Disease Indicators
- Hirschsprung's Disease and anorectal malformations are both stated to be rare conditions, occurring in approximately 1 in 5,000 live births.
- The brief summary and detailed description indicate that these are pediatric conditions that require specialized surgical intervention.",True
NCT04768972,"FUSION: A Study to Evaluate the Efficacy, Safety, Pharmacokinetics and Pharmacodynamics of ION363 in Amyotrophic Lateral Sclerosis Participants With Fused in Sarcoma Mutations (FUS-ALS)","## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The clinical trial is focused on treating Amyotrophic Lateral Sclerosis (ALS) patients with Fused in Sarcoma (FUS) mutations, which is a subtype of ALS. According to the information provided, ALS is generally considered a rare disease, as it affects fewer than 200,000 people in the United States. Additionally, the trial is specifically targeting a subset of ALS patients with FUS mutations, which further narrows the patient population. The rare disease criteria of low prevalence, chronicity, and often genetic origin are all met in this case.

## Confidence Level
High

## Rare Disease Indicators
- Condition: Amyotrophic Lateral Sclerosis (ALS) with Fused in Sarcoma (FUS) mutations
- Prevalence: Fewer than 200,000 people in the United States",True
NCT04919018,Characterizing the Upper Airway Manifestations in Primary Ciliary Dyskinesia and Primary Immunodeficiencies,"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The conditions being studied in this clinical trial, primary ciliary dyskinesia (PCD) and primary immunodeficiencies (PID), are considered rare diseases. According to the information provided, PCD affects fewer than 200,000 people in the US, which meets the accepted criteria for a rare disease in the US (affecting fewer than 200,000 people). Additionally, the trial is recruiting approximately 200 participants, with 100 participants in each cohort (PCD and PID), further indicating that these are rare conditions.

## Confidence Level
High

## Rare Disease Indicators
1. PCD affecting fewer than 200,000 people in the US
2. PID being a rare condition, as indicated by the relatively small sample size of 100 participants per cohort",True
NCT04082767,Sedation Efficacy of Dexmedetomidine Versus Midazolam in Critically Ill Ventilated Children,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The information provided does not indicate that the condition being studied (mechanically ventilated, critically ill children) affects fewer than 200,000 people in the US or no more than 1 in 2,000 people in Europe, which are the accepted criteria for a rare disease. The condition appears to be a general condition affecting critically ill children requiring mechanical ventilation, which is not considered a rare disease.

## Confidence Level
High

## Rare Disease Indicators
None provided. The information given does not suggest this is a rare disease.",False
NCT04725201,Prospective Study on the Role of Intravenous Unfractionated Heparin Following Digital Replantation and Revascularization,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The condition being studied in this clinical trial is traumatic digital amputation, which is a common injury that occurs in the general population. The brief summary indicates that the study aims to assess the effectiveness of intravenous heparin in improving the success of digital replantation and revascularization, which are common procedures performed to treat traumatic digit amputations. The condition is not described as affecting fewer than 200,000 people in the US or no more than 1 in 2,000 people in Europe, which are the typical criteria for a rare disease.

## Confidence Level
High

## Rare Disease Indicators
None. The condition being studied does not meet the criteria for a rare disease.",False
NCT04811560,A Phase 1/2 Study of Bleximenib in Participants With Acute Leukemia,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
Acute leukemia, which includes both acute myeloid leukemia (AML) and acute lymphoblastic leukemia (ALL), is not considered a rare disease. According to the information provided:

- In the US, acute leukemia affects more than 200,000 people, exceeding the threshold of 200,000 people for a rare disease.
- The conditions listed (Acute Leukemias, Acute Myeloid Leukemia, Acute Lymphoblastic Leukemia) are not generally characterized as low prevalence or of genetic origin, which are common features of rare diseases.

## Confidence Level
High

## Rare Disease Indicators
None",False
NCT04619862,Efficacy of Gabapentin in Treating Pain in Children With SNI (Gabapentin Trial),"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial information provided indicates that the study is focusing on children with severe neurological impairment (SNI) and their experience of pain and irritability, a condition referred to as ""Pain and Irritability of Unknown Origin (PIUO)."" While the population of children with SNI may be relatively small, the trial information does not suggest that the condition being studied (PIUO) meets the accepted criteria for a rare disease.

The criteria for a rare disease in the US is typically defined as affecting fewer than 200,000 people, and in Europe, affecting no more than 1 in 2,000 people. The trial information does not provide any specific data on the prevalence of PIUO or the overall population of children with SNI, which would be necessary to determine if this qualifies as a rare disease.

## Confidence Level
High

## Rare Disease Indicators
The trial information does not provide any clear indicators that this is a rare disease clinical trial. The condition being studied, PIUO in children with SNI, does not appear to meet the accepted criteria for a rare disease based on the information provided.",False
NCT03650101,Improving Infant Hydrocephalus Outcomes in Uganda,"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The condition being studied in this trial is hydrocephalus, which is a rare disease. According to the information provided, neonatal postinfectious hydrocephalus (PIH) is a major public health problem in East Africa, indicating that it affects a relatively small population. Additionally, the trial is focused on optimizing the treatment response and long-term outcomes for this condition, which is typical of rare disease research.

## Confidence Level
High

## Rare Disease Indicators
- The condition being studied, hydrocephalus, is generally characterized by low prevalence.
- The trial is focused on a specific subtype of hydrocephalus, neonatal postinfectious hydrocephalus, which is a rare condition.
- The trial is being conducted in East Africa, where the condition is described as a major public health problem, suggesting a relatively low prevalence.",True
NCT04855656,Study of RP-6306 Alone or in Combination with RP-3500 or Debio 0123 in Patients with Advanced Solid Tumors,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial is for advanced solid tumors, which are not considered rare diseases. According to the criteria provided, a rare disease is typically defined as affecting fewer than 200,000 people in the US or no more than 1 in 2,000 people in Europe, and is generally characterized by low prevalence, chronicity, and often genetic origin. Advanced solid tumors, while potentially serious, do not meet the accepted criteria for a rare disease.

## Confidence Level
High

## Rare Disease Indicators
None. The condition being studied, advanced solid tumors, is not a rare disease.",False
NCT04475926,"A Study of the Natural History of Participants With LGMD2E/R4, LGMD2D/R3, LGMD2C/R5, and LGMD2A/R1 ≥ 4 Years of Age, Who Are Managed in Routine Clinical Practice","## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The information provided in the clinical trial details indicates that this trial is focused on Limb Girdle Muscular Dystrophy (LGMD) types 2E, 2D, 2C, and 2A. These are specific genetic subtypes of LGMD, which is a rare disease.

According to the definition provided, a rare disease is typically characterized by low prevalence, chronicity, and often genetic origin. The brief summary states that this trial is following participants with a genetic diagnosis of these LGMD subtypes, which aligns with the criteria for a rare disease.

## Confidence Level
High

## Rare Disease Indicators
- Genetic origin of the condition (LGMD subtypes)
- Low prevalence, as indicated by the specific LGMD subtypes being studied",True
NCT04775485,A Study to Evaluate DAY101 in Pediatric and Young Adult Patients With Relapsed or Progressive Low-Grade Glioma and Advance Solid Tumors,"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The clinical trial is focused on low-grade glioma and advanced solid tumors in pediatric, adolescent, and young adult patients. These conditions meet the criteria for a rare disease, as they are characterized by low prevalence and often have a genetic origin. Specifically, the trial is targeting patients with RAF-altered, recurrent or progressive low-grade glioma and advanced solid tumors, which are considered rare conditions.

## Confidence Level
High

## Rare Disease Indicators
- The trial is focused on low-grade glioma and advanced solid tumors, which are considered rare conditions.
- The target population is pediatric, adolescent, and young adult patients, which further narrows the scope of the trial.
- The trial is specifically targeting patients with RAF-altered, recurrent or progressive low-grade glioma and advanced solid tumors, which are even rarer subsets of these conditions.",True
NCT04642807,Management of Type 1 Supracondylar Humeral Fractures,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial information provided does not indicate that the condition being studied, Type 1 supracondylar humeral fractures, meets the criteria for a rare disease. The condition is described as a fracture, which is a common type of trauma, and there is no information provided about the prevalence or incidence of this specific type of fracture. Additionally, the study population is pediatric patients, which suggests the condition is not particularly rare. 

## Confidence Level
High

## Rare Disease Indicators
The information provided does not contain any specific indicators that this is a rare disease clinical trial.",False
NCT04624659,A Study of Etavopivat in Adults and Adolescents With Sickle Cell Disease (HIBISCUS),"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The clinical trial is for sickle cell disease, which is a chronic, genetic condition that is generally characterized by low prevalence. According to the information provided, sickle cell disease affects fewer than 200,000 people in the US, which meets the definition of a rare disease in the US.

## Confidence Level
High

## Rare Disease Indicators
- Sickle cell disease is a chronic, genetic condition.
- The trial indicates that sickle cell disease affects fewer than 200,000 people in the US, which meets the US definition of a rare disease.",True
NCT04772079,"A Study to Evaluate the Drug Levels, Efficacy and Safety of Deucravacitinib in Pediatric Participants With Moderate to Severe Plaque Psoriasis","## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The condition being studied in this clinical trial is plaque psoriasis, which is a common skin condition affecting approximately 2-3% of the global population. According to the information provided, the trial is focusing on pediatric patients aged 4 to <18 years with moderate to severe plaque psoriasis. This indicates that the target population for the trial is not considered a rare disease based on the criteria provided, which define a rare disease as affecting fewer than 200,000 people in the US or no more than 1 in 2,000 people in Europe.

## Confidence Level
High

## Rare Disease Indicators
None. The condition of plaque psoriasis is not considered a rare disease.",False
NCT03938987,"Anti-CD19, Dual Co-stimulatory (4-1BB, CD3ζ) Chimeric Antigen Receptor T-cells in Patients With Relapsed/Refractory Aggressive Lymphoma or Acute Lymphoblastic Leukemia (ALL)","## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The conditions listed in the clinical trial include relapsed non-Hodgkin lymphoma, relapsed adult acute lymphoblastic leukemia (ALL), and relapsed pediatric ALL. These are not considered rare diseases based on the provided definition:

- In the US, non-Hodgkin lymphoma affects around 74,000 people per year, and ALL affects around 6,000 adults and 3,000 children per year, which is significantly more than the 200,000 threshold for a rare disease.
- In Europe, the prevalence of non-Hodgkin lymphoma is estimated to be around 1 in 2,000 people, and the prevalence of ALL is also higher than the 1 in 2,000 threshold for a rare disease.

## Confidence Level
High

## Rare Disease Indicators
There are no specific indicators in the provided information that suggest this is a rare disease trial.",False
NCT06225661,Focused Suicide Prevention Strategy for Youth Presenting to the Emergency Department With Suicide Related Behaviour,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The information provided indicates that the condition being studied is suicide and suicide-related behaviors in youth, which are not considered rare diseases. The brief summary mentions that suicide is the leading cause of death due to illness among Canadian youth, suggesting a relatively high prevalence. Additionally, the trial aims to enroll 330 participants, which is significantly higher than the criteria for a rare disease in the US (fewer than 200,000 people) or Europe (affecting no more than 1 in 2,000 people).

## Confidence Level
High

## Rare Disease Indicators
No specific indicators of a rare disease are present in the provided information.",False
NCT04506853,Single-Sided Deafness and Asymmetric Hearing Loss,"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The clinical trial information provided indicates that the conditions being studied, single-sided deafness and asymmetric hearing loss, are rare diseases. According to the definition provided, a rare disease is typically characterized by low prevalence, and this is supported by the fact that the study will enroll only 65 subjects across 6 centers in the United States and Canada. This suggests that the target population for this clinical trial is likely less than 200,000 people, which meets the criteria for a rare disease in the United States.

## Confidence Level
High

## Rare Disease Indicators
- Low prevalence (only 65 subjects enrolled across 6 centers)
- Chronic condition (long-term follow-up for a minimum of 3 years)
- Likely genetic origin (as suggested by the nature of the conditions being studied)",True
NCT04576117,A Study to Compare Treatment With the Drug Selumetinib Alone Versus Selumetinib and Vinblastine in Patients With Recurrent or Progressive Low-Grade Glioma,"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The trial is investigating the treatment of low-grade gliomas, which are a type of brain cancer. According to the information provided, low-grade gliomas are considered a rare disease as they are a ""common type of brain cancer"" that affects children and young adults. Additionally, the trial is specifically targeting patients with non-NF1 and non-TSC low-grade gliomas, which further narrows the patient population.

## Confidence Level
High

## Rare Disease Indicators
- Affects fewer than 200,000 people in the US, as low-grade gliomas are a ""common type of brain cancer"" but still considered a rare disease.
- Generally characterized by low prevalence, chronicity, and often genetic origin, as indicated by the specific patient population with non-NF1 and non-TSC low-grade gliomas.",True
NCT05388708,ARDS in Children and ECMO Initiation Strategies Impact on Neurodevelopment (ASCEND),"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial information provided does not indicate that the condition being studied, acute respiratory distress syndrome (ARDS) and extracorporeal membrane oxygenation (ECMO), is a rare disease. ARDS is a relatively common condition, affecting an estimated 190,000 people in the United States each year, which exceeds the 200,000 threshold for a rare disease. Additionally, the trial is targeting children with ARDS, which is a broader population than just those with a rare disease.

## Confidence Level
High

## Rare Disease Indicators
None provided. The information given does not suggest this is a rare disease trial.",False
NCT03949478,Treating Postictal Symptoms Using Ibuprofen and Nifedipine,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The information provided indicates that the condition being studied is epilepsy, which is not considered a rare disease. Epilepsy is a relatively common neurological disorder, with an estimated prevalence of 1 in 26 people in the United States. The study is specifically focusing on ""partial epilepsies,"" which are a subtype of epilepsy and are also not considered rare.

## Confidence Level
High

## Rare Disease Indicators
There are no specific indicators in the provided information that suggest this is a rare disease trial. The prevalence and characteristics of the condition being studied do not meet the accepted criteria for a rare disease.",False
NCT05423613,Microneedling for Burn Hypertrophic Scars,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The condition being studied in this clinical trial is burn scars, which are not considered a rare disease. Burn scars are a common consequence of severe burns, which affect a significant number of people. According to the information provided, 33% to 91% of severe burn victims develop hypertrophic scars, indicating a relatively high prevalence.

## Confidence Level
High

## Rare Disease Indicators
There are no specific indicators in the given information that this clinical trial is for a rare disease. The condition being studied, hypertrophic burn scars, does not meet the criteria for a rare disease in either the United States (affecting fewer than 200,000 people) or Europe (affecting no more than 1 in 2,000 people).",False
NCT04855396,The Biomarkers in the Hyperbaric Oxygen Brain Injury Treatment Trial (BioHOBIT),"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The condition being studied in this clinical trial is traumatic brain injury (TBI), which is not considered a rare disease. Traumatic brain injury is a common medical condition that affects a large number of people. According to the CDC, an estimated 2.8 million TBI-related emergency department visits, hospitalizations, and deaths occur in the United States each year. This is significantly higher than the criteria for a rare disease in the US, which is defined as affecting fewer than 200,000 people.

## Confidence Level
High

## Rare Disease Indicators
Not applicable, as this is not a rare disease trial.",False
NCT04797364,Pharmacogenetic Supported Prescribing in Kids,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The information provided indicates that the trial is focused on mental health conditions in children and adolescents, which are generally not considered rare diseases. The brief summary mentions that the target population includes children with ""moderate to severe mental health conditions (e.g. depression, anxiety, OCD) or neurodevelopmental disorders (e.g., autism spectrum disorders, ADHD)"". These conditions are relatively common and do not meet the criteria for rare diseases, which are typically defined as affecting fewer than 200,000 people in the US or no more than 1 in 2,000 people in Europe.

## Confidence Level
High

## Rare Disease Indicators
None identified. The information provided does not suggest that this clinical trial is targeting a rare disease.",False
NCT04649242,Randomized Study in Children and Adolescents With Migraine: Acute Treatment,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial information provided indicates that the target condition is pediatric migraine. Migraine is a common neurological disorder that affects a significant portion of the population, including children and adolescents. According to the criteria provided, a rare disease is typically defined as affecting fewer than 200,000 people in the US or no more than 1 in 2,000 people in Europe. The information given does not suggest that pediatric migraine meets these criteria for a rare disease.

## Confidence Level
High

## Rare Disease Indicators
None",False
NCT04972136,rTMS for Depression in Young Adults With Autism,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial is focused on evaluating the efficacy of repetitive transcranial magnetic stimulation (rTMS) for the treatment of major depressive disorder in transition-age youth with autism spectrum disorder. Autism spectrum disorder is a neurodevelopmental condition that affects a significant portion of the population, with the prevalence estimated to be around 1 in 44 children in the United States. Major depressive disorder is also a relatively common mental health condition. Therefore, the target population for this clinical trial does not meet the criteria for a rare disease, which is typically defined as affecting fewer than 200,000 people in the United States or no more than 1 in 2,000 people in Europe.

## Confidence Level
High

## Rare Disease Indicators
The conditions of autism spectrum disorder and major depressive disorder do not meet the criteria for a rare disease, as they are relatively common conditions affecting a significant portion of the population.",False
NCT05386173,Effect of Fetal Aortic Valvuloplasty on Outcomes,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial is focused on congenital heart defects, specifically hypoplastic left heart syndrome (HLHS), which is a severe form of congenital heart disease. While HLHS is a complex and serious condition, it is not considered a rare disease based on the provided criteria.

The brief summary indicates that HLHS is ""one of the most severe congenital heart defects,"" suggesting that it is a relatively common condition rather than a rare disease. Additionally, the study is a prospective observational cohort study, which is typically used for more common conditions where a larger sample size can be obtained.

## Confidence Level
High

## Rare Disease Indicators
None provided. The information given indicates that this is a study on a relatively common congenital heart defect, not a rare disease.",False
NCT04663308,A Study to Evaluate Efficacy and Safety of an Investigational Drug Named Volixibat in Patients With Itching Caused by Primary Sclerosing Cholangitis (PSC),"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
Primary sclerosing cholangitis (PSC) is a rare chronic liver disease that affects the bile ducts, with an estimated prevalence of 6 to 16 per 100,000 people in the United States. This falls within the criteria for a rare disease, which is defined as affecting fewer than 200,000 people in the US.

## Confidence Level
High

## Rare Disease Indicators
- Condition: Primary Sclerosing Cholangitis (PSC)
- Prevalence: 6 to 16 per 100,000 people in the US, which is less than the 200,000 threshold for a rare disease.",True
NCT04543591,Ravulizumab in Thrombotic Microangiopathy After Hematopoietic Stem Cell Transplant,"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The condition being studied in this clinical trial is thrombotic microangiopathy (TMA), which is a rare disease. According to the information provided, TMA is the condition being evaluated in the study. The brief summary indicates that the study population is ""adult and adolescent participants with hematopoietic stem cell transplant-associated thrombotic microangiopathy (HSCT-TMA)."" This suggests that the target population for the study is relatively small, as HSCT-TMA is a rare complication of hematopoietic stem cell transplant.

## Confidence Level
High

## Rare Disease Indicators
- The condition being studied, thrombotic microangiopathy (TMA), is a rare disease.
- The study population is specifically targeting adult and adolescent participants with hematopoietic stem cell transplant-associated thrombotic microangiopathy (HSCT-TMA), which is a rare complication.",True
NCT04068012,Clinical Decision Support Tool in PARDS Pilot Study,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial is focused on pediatric acute respiratory distress syndrome (PARDS), which is not considered a rare disease. PARDS is a form of acute lung injury that affects both adults and children, and it is not characterized by low prevalence, chronicity, or genetic origin. The brief summary indicates that the trial seeks to enroll up to 180 children with PARDS, which is well above the criteria for a rare disease in the United States (affecting fewer than 200,000 people) or Europe (affecting no more than 1 in 2,000 people).

## Confidence Level
High

## Rare Disease Indicators
None. The condition being studied, PARDS, is not considered a rare disease.",False
NCT04702243,Defining the Genetic Etiology of Suppurative Lung Disease in Children and Adults,"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The conditions mentioned in the trial (Primary Ciliary Dyskinesia, Primary Immune Deficiency, Kartagener Syndrome) are considered rare diseases. Primary Ciliary Dyskinesia (PCD) is estimated to affect around 1 in 15,000 to 1 in 30,000 individuals, which falls within the definition of a rare disease in both the US and Europe. Primary Immune Deficiency (PID) disorders also have a low prevalence, with some types affecting fewer than 200,000 people in the US. Kartagener Syndrome is a subtype of PCD, and therefore can also be considered a rare disease.

## Confidence Level
High

## Rare Disease Indicators
- Low prevalence of the target conditions (Primary Ciliary Dyskinesia, Primary Immune Deficiency, Kartagener Syndrome)
- Genetic origin of the target conditions",True
NCT04372524,Biomarker Verification in Pediatric Chronic GvHD: ABLE 2.0 / PTCTC GVH 1901 Study,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The condition being studied in this clinical trial is chronic graft-versus-host disease (cGvHD), which can occur in patients who have undergone allogeneic hematopoietic stem cell transplantation (HSCT). While cGvHD is a serious and potentially debilitating condition, it is not considered a rare disease based on the provided criteria. 

The information states that cGvHD can affect ""almost any organ or system"" in the body, indicating a relatively broad impact. Additionally, the condition is associated with various types of blood cancers and non-malignant hematologic disorders, which are not typically considered rare diseases.

## Confidence Level
High

## Rare Disease Indicators
None provided. The information given does not indicate that this clinical trial is focused on a rare disease.",False
NCT05579496,Rebooting Infant Pain Assessment: Using Machine Learning to Exponentially Improve Neonatal Intensive Care Unit Practice,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The condition being studied in this clinical trial is acute pain, which is a common condition and not considered a rare disease. The trial is focused on developing a machine learning algorithm to better assess and differentiate pain-related distress in preterm infants in the Neonatal Intensive Care Unit (NICU). Preterm infants in the NICU are a relatively common patient population, not a rare disease population.

## Confidence Level
High

## Rare Disease Indicators
None. The condition and patient population do not meet the criteria for a rare disease, which typically affects fewer than 200,000 people in the US or no more than 1 in 2,000 people in Europe, and is generally characterized by low prevalence, chronicity, and often genetic origin.",False
NCT04391322,Assessment of CFTR-Modulator Treatment in Cystic Fibrosis Lung Disease Using Novel Structural and Functional MRI,"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
Cystic fibrosis is a rare genetic disorder that affects approximately 30,000 people in the United States and 70,000 people worldwide. This is well below the threshold of 200,000 people in the US or 1 in 2,000 people in Europe, which are the accepted criteria for a rare disease.

## Confidence Level
High

## Rare Disease Indicators
- Cystic fibrosis is a chronic, genetic disorder that affects the respiratory, digestive, and reproductive systems.
- It is characterized by low prevalence, with an estimated 30,000 people affected in the US.",True
NCT04391335,Novel Pulmonary Function Measures for Diagnosis of Bronchiolitis Obliterans Syndrome Following Hematopoietic Stem-Cell Transplantation in Children,"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The clinical trial is focused on studying Bronchiolitis Obliterans Syndrome (BOS), a condition that typically affects individuals who have received hematopoietic stem-cell transplantation. Based on the information provided, this condition meets the criteria for a rare disease as it is described as affecting a small, specific population of pediatric patients who have undergone hematopoietic stem-cell transplantation.

## Confidence Level
High

## Rare Disease Indicators
- The condition, Bronchiolitis Obliterans Syndrome, is described as affecting a specific population of pediatric patients who have received hematopoietic stem-cell transplantation.
- The trial aims to enroll 129 participants, which is a relatively small sample size, indicative of a rare disease.",True
NCT04561401,IPRP Repeated Transcranial Magnetic Stimulation (rTMS),"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial information provided indicates that the condition being studied is chronic pain in youth, which is described as highly prevalent, affecting 100,000 to 160,000 youth in Canada. This falls outside the definition of a rare disease, which is typically defined as affecting fewer than 200,000 people in the US or no more than 1 in 2,000 people in Europe.

## Confidence Level
High

## Rare Disease Indicators
The clinical trial information does not meet the criteria for a rare disease, as the condition being studied (chronic pain in youth) is highly prevalent and affects a larger population than the definition of a rare disease.",False
NCT04202835,ATG Plus PTCy vs ATG for CGVHD Prophylaxis,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The conditions mentioned in the clinical trial (acute leukemia, myelodysplasia, and chronic graft-versus-host-disease) are not considered rare diseases based on the provided definitions. Acute leukemia and myelodysplasia are relatively common conditions, and chronic graft-versus-host-disease is a complication of stem cell transplantation, which is a widely used procedure. The information provided does not indicate that the target population for this trial is fewer than 200,000 people in the US or affects no more than 1 in 2,000 people in Europe.

## Confidence Level
High

## Rare Disease Indicators
N/A",False
NCT02971046,Glutathione (GSH) Synthesis in Healthy School-aged Children and Healthy Young and Old Adults,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial is focused on measuring the glutathione (GSH) synthesis in healthy school-aged children, young adults, and older adults in response to varying levels of protein intake. The conditions being studied are not a rare disease, but rather a normal, healthy state. The study population includes healthy individuals, which is not characteristic of a rare disease.

## Confidence Level
High

## Rare Disease Indicators
None. The information provided does not indicate that this is a study for a rare disease.",False
NCT04298450,ED to EPI: Using SMS to Improve the Transition From the Emergency Department to Early Psychosis Intervention,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The trial is focused on psychotic disorders, which are not considered rare diseases. According to the information provided, the conditions included in the trial are First Episode Psychosis, Psychosis, Psychotic Episode, Psychoses, Affective, Bipolar Disorder, Depressive Psychosis, Schizoaffective Disorder, Schizophreniform Disorders, Schizophrenia, Schizophrenia Spectrum and Other Psychotic Disorders, and Substance Induced Psychoses. These conditions are generally more common and do not meet the criteria for rare diseases, which are typically defined as affecting fewer than 200,000 people in the US or no more than 1 in 2,000 people in Europe.

## Confidence Level
High

## Rare Disease Indicators
None of the indicators for a rare disease are present in the provided information. The conditions being studied are not considered rare diseases.",False
NCT04462770,A Study of EPX-100 (Clemizole Hydrochloride) in Participants With Dravet Syndrome,"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
Dravet syndrome is a rare, severe, and lifelong form of epilepsy that typically begins in the first year of life. According to the brief summary, the condition being studied in this trial is Dravet syndrome. Dravet syndrome is generally characterized as a rare disease, as it affects fewer than 1 in 20,000 people, which falls well within the accepted criteria for a rare disease in both the US and Europe.

## Confidence Level
High

## Rare Disease Indicators
- Dravet syndrome is a rare, severe, and lifelong form of epilepsy.
- The condition affects fewer than 1 in 20,000 people, which is within the definition of a rare disease in the US (fewer than 200,000 people) and Europe (affecting no more than 1 in 2,000 people).",True
NCT04240002,"A Study of Gilteritinib (ASP2215) Combined With Chemotherapy in Children, Adolescents and Young Adults With FMS-like Tyrosine Kinase 3 (FLT3)/Internal Tandem Duplication (ITD) Positive Relapsed or Refractory Acute Myeloid Leukemia (AML)","## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The condition being studied in this clinical trial is acute myeloid leukemia (AML) with FMS-like tyrosine kinase 3 (FLT3) mutation/internal tandem duplication (ITD). AML is a rare and aggressive form of blood cancer, and the specific subtype with FLT3 mutation/ITD is even more rare. According to the information provided, AML with FLT3 mutation/ITD is the target condition for this trial.

## Confidence Level
High

## Rare Disease Indicators
- The trial is targeting a specific subtype of AML, which is a rare condition.
- AML with FLT3 mutation/ITD is generally characterized by low prevalence, chronicity, and genetic origin, which are key features of rare diseases.",True
NCT04161248,Phase I Master Protocol of Novel Combination Therapy for Patients With Relapsed or Refractory Aggressive B-Cell Lymphoma,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial is for patients with relapsed or refractory aggressive B-cell lymphoma, a type of blood cancer. B-cell lymphoma is not considered a rare disease, as it is estimated to affect approximately 93,500 people in the United States annually, which is well above the 200,000 threshold for rare diseases in the US.

## Confidence Level
High

## Rare Disease Indicators
None. The condition being studied, B-cell lymphoma, does not meet the criteria for a rare disease.",False
NCT04370626,The Canadian Prospective Pragmatic Perilunate Outcomes Trial,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The information provided in the clinical trial details does not indicate that the condition being studied (perilunate injuries) meets the criteria for a rare disease. The detailed description suggests that these injuries are commonly encountered in the population, although their complexity and variability in treatment approaches may be a challenge. The trial aims to establish best practices for the management of these injuries, which are not typically considered rare diseases.

## Confidence Level
High

## Rare Disease Indicators
There are no clear indicators in the provided information that this clinical trial is for a rare disease. The description does not mention the prevalence of perilunate injuries meeting the criteria of affecting fewer than 200,000 people in the US or no more than 1 in 2,000 people in Europe, which are the accepted definitions for a rare disease.",False
